occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures
1,0.717,0.709,0,0.633,0,0,0,0,0,0,0.163
1,0.627,0.4,0.131,0.369,0,0,0,0,0,0,0
1,0.576,0.101,0.332,0.141,0,0,0,0,0,0,0
1,0.565,0.0185,0.405,0.0539,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.568,0.0223,0.36,0.0944,0,0,0,0,0,0,0.375
0.772,0.581,0.0368,0.246,0.19,0,0,0,0,0,0,0.135
0.356,0.579,0.0295,0.351,0.119,0,0,0,0,0,0,0
0.333,0.593,0.0461,0.281,0.19,0,0,0,0,0,0,0.135
0.333,0.593,0.0515,0.281,0.188,0.351,0.517,0,0,0,0,0.211
0.333,0.593,0.0562,0.281,0.183,0,0,0,0,0,0,0.452
0.333,0.593,0.06,0.281,0.178,0,0,0,0,0,0,0.0742
0.106,0.574,0.0306,0.377,0.0904,0,0,0,0,0,0,0.135
0.228,0.584,0.0531,0.325,0.138,0,0,0,0,0,0,0.135
0.333,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.406
0.478,0.634,0.12,0.22,0.325,0,0,0,0,0,0.267,0.0451
0.728,0.7,0.209,0.115,0.584,0,0,0,0,0,0,0.0451
0.689,0.714,0.251,0.131,0.655,0.501,0.933,0,0,0,0,0
0.978,0.778,0.483,0.00936,0.927,0.119,0.3,0,0,0,0,0.14
1,0.75,0.604,0.0257,0.775,0.585,0.333,0,0,0,0,0.354
1,0.634,0.322,0.236,0.314,0,0,0,0,0,0,0.0559
1,0.595,0.201,0.281,0.205,0,0,0,0,0,0,0
1,0.576,0.115,0.281,0.161,0,0,0,0,0,0,0.083
1,0.566,0.0335,0.377,0.0726,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.856,0.564,0.0195,0.351,0.0674,0,0,0,0,0,0,0.0902
0.894,0.577,0.0289,0.325,0.133,0,0,0,0,0,0,0.331
0.772,0.572,0.023,0.377,0.0925,0,0,0,0,0,0,0.238
0.356,0.577,0.0307,0.36,0.111,0,0,0,0,0,0,0.0451
0.333,0.593,0.0515,0.281,0.188,0,0,0,0,0,0,0
0.333,0.593,0.0562,0.281,0.183,0,0,0,0,0,0.267,0.0902
0.167,0.579,0.038,0.351,0.115,0,0,0,0,0,0,0
0.333,0.593,0.0644,0.281,0.175,0,0,0.33,0.246,0.2,0,0.18
0.333,0.593,0.0696,0.281,0.177,0,0,0.586,0,0.567,0,0.0902
0.333,0.598,0.0746,0.281,0.193,0,0,0.433,0,0,0,0.271
0.333,0.61,0.086,0.281,0.233,0,0,0.661,0,0,0,0.0902
0.644,0.683,0.186,0.15,0.519,0,0,0.726,0,0,0.267,0.0902
0.978,0.776,0.352,0.00936,0.91,0,0,0.55,0,0,0,0.0902
1,0.783,0.492,0,0.948,0.171,0.183,0.734,0,0,0,0.226
1,0.761,0.647,0,0.815,0.377,0.333,0.0917,0,0,0,0
1,0.7,0.612,0.0608,0.562,0,0,0,0,0,0,0.2
1,0.58,0.102,0.367,0.113,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.856,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.728,0.564,0.0175,0.395,0.057,0,0,0,0,0,0,0.131
0.772,0.564,0.0183,0.377,0.0614,0,0,0,0,0,0,0.135
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.577,0.0281,0.36,0.111,0.119,0.183,0,0,0,0.267,0.0451
0.667,0.593,0.0461,0.281,0.19,0.572,1,0,0,0,0,0
0.667,0.606,0.0679,0.22,0.247,0,0.133,0,0,0,0,0.0902
0.439,0.602,0.0682,0.236,0.226,0,0,0,0,0,0,0.361
0.0222,0.567,0.0191,0.412,0.0595,0,0,0,0,0,0,0
0.144,0.577,0.0387,0.36,0.104,0,0,0,0,0,0.433,0.0451
0.333,0.593,0.0696,0.281,0.177,0,0,0,0,0,0.383,0.18
0.394,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.499
0.667,0.62,0.101,0.255,0.272,0,0,0,0,0,0,0.355
0.667,0.687,0.191,0.14,0.533,0,0,0,0,0,0.683,0.135
0.978,0.776,0.352,0.00936,0.91,0.517,0.25,0,0,0,1,0.0451
1,0.783,0.492,0,0.948,0.0663,0,0,0,0,0.783,0
1,0.761,0.647,0,0.815,0,0,0,0,0,0,0
1,0.7,0.612,0.0608,0.562,0,0,0,0,0,0,0.767
1,0.58,0.102,0.367,0.113,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.017,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.578,0.0346,0.192,0.215,0,0,0,0,0,0,0.482
0.894,0.599,0.0517,0.185,0.261,0,0,0,0,0,0,0.135
0.394,0.592,0.0563,0.281,0.188,0,0,0,0,0,0,0.39
0.333,0.593,0.0722,0.281,0.19,0,0,0,0,0,0,0.698
0.333,0.593,0.0848,0.281,0.187,0,0,0,0,0,0.267,0.0451
0.356,0.595,0.098,0.271,0.19,0,0,0.202,0.0702,0,0,0
0.667,0.622,0.18,0.14,0.302,0,0,0.434,0.175,0.517,0,0.0451
0.667,0.622,0.208,0.14,0.298,0,0,0.532,0,0,0,0.0451
0.667,0.606,0.174,0.22,0.235,0,0,0.45,0,0,0,0.271
0.689,0.604,0.149,0.271,0.215,0,0,0.482,0,0,0,0.0451
0.728,0.624,0.171,0.255,0.283,0,0,0,0,0,0,0.0902
0.939,0.689,0.264,0.166,0.544,0,0,0,0,0,0.267,0.271
1,0.774,0.463,0.0257,0.916,0,0,0,0,0,0,0
1,0.777,0.631,0,0.915,0,0,0,0,0,0,0
1,0.749,0.754,0,0.74,0,0,0,0,0,0,0.0451
1,0.693,0.726,0,0.569,0,0,0,0,0,0,0
1,0.61,0.336,0.159,0.327,0,0,0,0,0,0,0
1,0.57,0.096,0.281,0.133,0,0,0,0,0,0,0.0451
1,0.565,0.0374,0.351,0.0715,0,0,0,0,0,0,0
1,0.564,0.0228,0.395,0.0556,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.574,0.0316,0.377,0.0946,0,0,0,0,0,0,0.0902
1,0.602,0.0901,0.236,0.234,0,0,0,0,0,0,0.108
0.728,0.622,0.151,0.14,0.323,0,0,0,0,0,0,0.354
0.667,0.622,0.167,0.14,0.311,0,0,0,0,0,0,0
0.667,0.622,0.18,0.14,0.302,0,0,0,0,0,0,0.0451
0.667,0.622,0.208,0.14,0.298,0,0,0,0,0,0,0.0451
0.667,0.622,0.238,0.14,0.308,0,0,0,0,0,0,0.237
0.667,0.639,0.263,0.14,0.358,0,0,0,0,0,0,0.303
0.689,0.668,0.278,0.14,0.456,0.161,0.0667,0,0,0,0,0.49
1,0.704,0.297,0.131,0.602,0.777,0.45,0,0,0,0,0.315
0.978,0.782,0.477,0.00936,0.946,0.612,0,0,0,0,0.267,0.271
0.856,0.746,0.548,0.0608,0.788,0.217,0,0,0,0,0,0.0451
1,0.749,0.754,0,0.74,0,0,0,0,0,0,0.0451
1,0.68,0.653,0.0444,0.517,0,0,0,0,0,0,0.0451
1,0.609,0.34,0.14,0.343,0,0,0,0,0,0,0.187
1,0.574,0.122,0.255,0.159,0,0,0,0,0,0,0.284
1,0.563,0.0469,0.281,0.0843,0,0,0,0,0,0,0.0723
1,0.562,0.03,0.281,0.069,0,0,0,0,0,0,0.442
1,0.562,0.0202,0.281,0.0557,0,0,0,0,0,0,0
1,0.565,0.0163,0.412,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.567,0.0256,0.29,0.111,0,0,0,0,0,0,0.967
0.689,0.579,0.0333,0.281,0.165,0,0,0,0,0,0,0.259
0.978,0.602,0.0507,0.211,0.251,0,0,0,0,0,0.267,0.203
0.772,0.601,0.0529,0.246,0.224,0,0,0,0,0,0,0.567
0.667,0.62,0.0845,0.15,0.317,0,0,0,0,0,0,0.361
0.667,0.622,0.0961,0.14,0.316,0,0,0,0,0,0,0.135
0.667,0.622,0.104,0.14,0.305,0.164,0.183,0,0,0,0,0.281
0.667,0.622,0.112,0.14,0.299,0.627,0.867,0,0,0,0,0.262
0.522,0.61,0.099,0.201,0.247,0.115,0,0,0,0,0,0
0.333,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.135
0.333,0.61,0.086,0.281,0.233,0,0,0,0,0,0.267,0.271
0.478,0.656,0.146,0.22,0.412,0,0,0,0,0,0,0.0902
0.667,0.709,0.244,0.14,0.636,0,0,0,0,0,0,0.18
0.978,0.778,0.483,0.00936,0.927,0.628,0.517,0,0,0,0,0
1,0.724,0.501,0.0865,0.681,0.134,0,0,0,0,0,0.0451
1,0.615,0.247,0.281,0.245,0,0,0,0,0,0,0
1,0.595,0.201,0.281,0.205,0,0,0,0,0,0,0
1,0.575,0.0917,0.342,0.131,0,0,0,0,0,0,0
1,0.565,0.0185,0.405,0.0539,0,0,0,0,0,0,0.108
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.572,0.0283,0.299,0.138,0,0,0,0,0,0,0.0451
1,0.604,0.0596,0.0795,0.336,0,0,0.234,0.246,0.2,0.267,0
0.544,0.605,0.0535,0.192,0.268,0,0,0.602,0,0.317,0,0.0451
0.478,0.606,0.0605,0.22,0.25,0,0,0,0,0,0,0.417
0.522,0.61,0.0703,0.201,0.268,0,0,0,0,0,0,0
0.333,0.593,0.0562,0.281,0.183,0,0,0,0,0,0,0.0902
0.333,0.593,0.06,0.281,0.178,0,0,0,0,0,0,0.0451
0.333,0.593,0.0644,0.281,0.175,0,0,0,0,0,0,0.0451
0.333,0.593,0.0696,0.281,0.177,0,0,0,0,0,0,0.18
0.333,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.226
0.333,0.61,0.086,0.281,0.233,0,0,0,0,0,0,0.0902
0.622,0.686,0.189,0.159,0.533,0,0,0,0,0,0.267,0.0902
1,0.781,0.359,0,0.929,0,0,0,0,0,0,0.263
0.939,0.77,0.457,0.0257,0.896,0,0,0,0,0,0,0.271
0.667,0.696,0.437,0.14,0.56,0,0,0,0,0,0,0.0902
0.667,0.666,0.478,0.14,0.439,0,0,0,0,0,0,0.135
0.978,0.617,0.328,0.201,0.297,0,0,0,0,0,0,0
1,0.576,0.105,0.306,0.149,0,0,0,0,0,0,0.0758
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0.182
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0191,0.36,0.0652,0,0,0,0,0,0,0.113
0.772,0.566,0.0277,0.246,0.121,0,0,0,0,0,0,0.254
0.356,0.565,0.0172,0.412,0.0576,0,0,0,0,0,0,0
0.333,0.577,0.0281,0.36,0.111,0,0,0,0,0,0.433,0.135
0.333,0.593,0.0461,0.281,0.19,0,0,0,0,0,0.933,0.226
0.189,0.581,0.0351,0.342,0.13,0,0,0,0,0,0,0.226
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.0611,0.57,0.0246,0.395,0.0737,0,0,0,0,0,0,0
0.106,0.574,0.0306,0.377,0.0904,0,0,0,0,0,0,0
0.122,0.575,0.0365,0.37,0.0986,0,0,0,0,0,0,0
0.667,0.631,0.133,0.14,0.336,0,0,0,0,0,0,0.293
0.978,0.699,0.221,0.00936,0.587,0,0,0,0,0,0.533,0.365
1,0.748,0.279,0,0.774,0,0,0,0,0,0.267,0.135
1,0.781,0.359,0,0.929,0,0,0,0,0,0,0.316
1,0.783,0.492,0,0.948,0,0,0,0,0,0,0
1,0.761,0.647,0,0.815,0,0,0,0,0,0,0.242
1,0.717,0.709,0,0.633,0,0,0,0,0,0,0.2
1,0.655,0.57,0,0.512,0,0,0,0,0,0,0.248
1,0.588,0.2,0.192,0.251,0,0,0,0,0,0,0.0902
1,0.566,0.0533,0.297,0.0978,0,0,0,0,0,0,0.0451
1,0.563,0.0272,0.342,0.0653,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0171,0.36,0.0516,0,0,0,0,0,0,0
1,0.562,0.0202,0.281,0.0661,0,0,0,0,0,0,0.226
0.689,0.568,0.0227,0.351,0.0966,0,0,0,0,0,0,0.209
0.439,0.567,0.0207,0.377,0.0827,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.577,0.0359,0.36,0.105,0,0,0,0,0,0,0.0451
0.333,0.593,0.0644,0.281,0.175,0,0,0,0,0,0.267,0.0451
0.333,0.593,0.0696,0.281,0.177,0,0,0,0,0,0,0.406
0.333,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.135
0.333,0.61,0.086,0.281,0.233,0,0,0,0,0,0,0.0902
0.561,0.67,0.166,0.185,0.466,0,0,0,0,0,0,0.0902
0.978,0.776,0.352,0.00936,0.91,0,0,0,0,0,0,0.135
1,0.783,0.492,0,0.948,0,0,0,0,0,0,0
1,0.761,0.647,0,0.815,0,0,0,0,0,0,0.596
1,0.717,0.709,0,0.633,0,0,0,0,0,0,0
1,0.647,0.512,0.0608,0.45,0,0,0,0,0,0,0.451
1,0.588,0.214,0.14,0.271,0,0,0,0,0,0,0
1,0.567,0.0864,0.201,0.14,0,0,0,0,0,0,0.0451
1,0.563,0.0272,0.342,0.0653,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0191,0.36,0.0652,0,0,0,0,0,0.433,0.0451
1,0.57,0.032,0.22,0.157,0,0,0,0,0,0.1,0.452
0.939,0.6,0.0557,0.105,0.311,0,0,0,0,0,0,0.438
0.606,0.611,0.0589,0.166,0.294,0,0,0,0,0,0,0.199
0.333,0.593,0.0461,0.281,0.19,0,0,0,0,0,0,0.135
0.333,0.593,0.0515,0.281,0.188,0,0,0,0,0,0,0
0.0222,0.567,0.0188,0.412,0.0599,0,0,0,0,0,0,0
0.144,0.577,0.0359,0.36,0.105,0,0,0,0,0,0,0
0.333,0.581,0.0419,0.342,0.121,0,0,0,0,0,0,0.0451
0.333,0.577,0.0402,0.36,0.107,0,0,0,0,0,0,0.0902
0.333,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.18
0.333,0.61,0.086,0.281,0.233,0,0,0,0,0,0,0.135
0.644,0.683,0.186,0.15,0.519,0,0,0,0,0,0.267,0.135
0.667,0.709,0.244,0.14,0.636,0,0,0,0,0,0,0.0451
0.978,0.778,0.483,0.00936,0.927,0,0,0,0,0,0,0.185
1,0.761,0.647,0,0.815,0,0,0,0,0,0,0.0451
1,0.717,0.709,0,0.633,0,0,0,0,0,0,0
1,0.629,0.398,0.157,0.348,0,0,0,0,0,0,0
1,0.576,0.115,0.281,0.161,0,0,0,0,0,0,0.275
1,0.565,0.0365,0.36,0.0756,0,0,0,0,0,0,0.223
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.572,0.0257,0.377,0.0925,0,0,0,0,0,0.317,0
1,0.601,0.0693,0.236,0.231,0,0,0,0,0,0.217,0.454
1,0.622,0.126,0.14,0.329,0,0,0,0,0,0,0.267
1,0.622,0.151,0.14,0.323,0,0,0,0,0,0,0.449
0.894,0.613,0.143,0.185,0.27,0,0,0,0,0,0,0.169
0.772,0.611,0.151,0.192,0.255,0,0,0,0,0,0.817,0.0451
1,0.627,0.223,0.115,0.321,0,0,0,0,0,0.267,0.0902
1,0.645,0.33,0.0257,0.415,0,0,0,0,0,0,0.0902
1,0.676,0.385,0,0.512,0.323,0.517,0,0,0,0,0.18
1,0.719,0.408,0,0.659,0.293,0,0,0,0,0,0.135
1,0.766,0.423,0,0.849,0,0,0,0,0,0,0.316
1,0.787,0.488,0,0.967,0.187,0.0667,0,0,0,0,0.0451
1,0.777,0.631,0,0.915,0.56,0.183,0,0,0,0,0.0902
1,0.749,0.754,0,0.74,0.757,0,0,0,0,0,0
1,0.693,0.726,0,0.569,0,0,0,0,0,0,0.0902
1,0.621,0.418,0.0795,0.408,0,0,0,0,0,0,0
1,0.574,0.122,0.255,0.159,0,0,0,0,0,0,0
1,0.565,0.0374,0.351,0.0715,0,0,0,0,0,0,0
1,0.564,0.0228,0.395,0.0556,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.571,0.0266,0.306,0.133,0,0,0,0,0,0,0.444
1,0.585,0.0387,0.281,0.177,0,0,0,0,0,0,0.463
1,0.616,0.0898,0.166,0.3,0,0,0,0,0,0.817,0.5
1,0.645,0.172,0.0257,0.443,0,0,0,0,0,0.55,0.0902
0.728,0.627,0.161,0.115,0.348,0,0,0,0,0,0,0.0451
0.667,0.622,0.167,0.14,0.311,0,0,0,0,0,0,0
0.394,0.599,0.113,0.255,0.2,0,0,0,0,0,0,0.0451
0.333,0.593,0.113,0.281,0.174,0,0,0,0,0,0,0.135
0.356,0.595,0.136,0.271,0.188,0,0,0,0,0,0.267,0.0451
0.939,0.671,0.364,0.0257,0.488,0,0,0,0,0,0,0.135
1,0.719,0.408,0,0.659,0,0,0,0,0,0,0.361
1,0.766,0.423,0,0.849,0,0,0,0,0,0,0
1,0.782,0.477,0.00936,0.946,0.295,0.317,0,0,0,0,0.135
1,0.711,0.441,0.131,0.646,0.257,0.2,0,0,0,0,0.271
1,0.749,0.754,0,0.74,0,0,0,0,0,0,0
1,0.693,0.726,0,0.569,0,0,0,0,0,0,0
1,0.625,0.454,0.0444,0.444,0,0,0,0,0,0,0
1,0.573,0.103,0.299,0.137,0.283,0.783,0,0,0,0,0
1,0.564,0.0294,0.351,0.0636,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.575,0.0343,0.239,0.181,0,0,0,0,0,0,0.673
0.856,0.599,0.0583,0.0608,0.335,0,0,0,0,0,0,0.157
0.667,0.616,0.0639,0.14,0.319,0,0,0,0,0,0,0.33
0.356,0.595,0.0479,0.271,0.199,0,0,0,0,0,0,0
0.333,0.593,0.0515,0.281,0.188,0,0,0,0,0,0,0.135
0.333,0.593,0.0562,0.281,0.183,0,0,0,0,0,0,0.271
0.333,0.593,0.06,0.281,0.178,0,0,0,0,0,0.433,0.0451
0.333,0.593,0.0644,0.281,0.175,0,0,0,0,0,0.1,0.0451
0.333,0.593,0.0696,0.281,0.177,0,0,0,0,0,0,0.226
0.333,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.135
0.561,0.644,0.136,0.185,0.365,0,0,0,0,0,0,0.32
0.667,0.687,0.191,0.14,0.533,0,0,0,0,0,0.267,0.376
0.811,0.742,0.303,0.0795,0.771,0,0,0,0,0,0,0.293
1,0.783,0.492,0,0.948,0,0,0,0,0,0,0.433
0.689,0.7,0.45,0.131,0.579,0,0,0,0,0,0,0
0.667,0.666,0.478,0.14,0.439,0,0,0,0,0,0,0
0.667,0.625,0.385,0.14,0.358,0,0,0.303,0.246,0.2,0,0.342
0.667,0.582,0.157,0.236,0.206,0,0,0.206,0,0.05,0,0.0791
0.894,0.565,0.0396,0.332,0.0807,0,0,0,0,0,0,0
1,0.562,0.03,0.281,0.069,0,0,0,0,0,0,0
1,0.565,0.0167,0.412,0.0515,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.563,0.0201,0.29,0.066,0,0,0,0,0,0,0.226
1,0.569,0.0353,0.15,0.173,0,0,0,0,0,0.183,0.494
1,0.594,0.0504,0.14,0.279,0,0,0,0,0,0.35,0.227
1,0.628,0.0757,0.0795,0.379,0,0,0,0,0,0,0.37
0.772,0.631,0.0845,0.0959,0.372,0,0,0,0,0,0,0.379
0.294,0.59,0.0456,0.297,0.174,0,0,0,0,0,0,0.0902
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.144,0.582,0.0434,0.36,0.12,0,0,0,0,0,0.433,0.135
0.561,0.644,0.136,0.185,0.365,0,0,0.63,0.246,0.25,0.383,0.135
0.667,0.687,0.191,0.14,0.533,0,0,0.7,0,0,0,0.229
0.978,0.776,0.352,0.00936,0.91,0,0,0.402,0,0,0.433,0.406
1,0.783,0.492,0,0.948,0,0,0,0,0,0.383,0
1,0.761,0.647,0,0.815,0,0,0.11,0.193,0,0,0
1,0.717,0.709,0,0.633,0,0,0.52,0.0526,0.25,0,0.27
1,0.627,0.4,0.131,0.369,0,0,0.552,0,0,0,0
1,0.578,0.124,0.271,0.171,0,0,0.502,0,0,0,0
1,0.565,0.0555,0.281,0.101,0,0,0.422,0,0,0,0
1,0.565,0.0175,0.412,0.0526,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.563,0.0196,0.325,0.0656,0,0,0,0,0,0,0.426
0.939,0.569,0.0295,0.246,0.138,0,0,0,0,0,0,0.379
0.439,0.567,0.0207,0.377,0.0827,0,0,0,0,0,0,0.173
0.333,0.577,0.0281,0.36,0.111,0,0,0,0,0,0,0.0451
0.333,0.593,0.0461,0.281,0.19,0,0,0,0,0,0,0.0451
0.333,0.593,0.0515,0.281,0.188,0.503,0.683,0,0,0,0,0.135
0.333,0.593,0.0562,0.281,0.183,0.145,0.367,0,0,0,0,0.631
0.478,0.606,0.0795,0.22,0.232,0,0,0,0,0,0,0.181
0.356,0.595,0.0674,0.271,0.183,0,0,0,0,0,0,0.195
0.333,0.593,0.0696,0.281,0.177,0,0,0,0,0,0,0.406
0.333,0.598,0.0746,0.281,0.193,0,0,0,0,0,0,0.271
0.333,0.61,0.086,0.281,0.233,0,0,0,0,0,0,0.135
0.333,0.626,0.104,0.281,0.292,0,0,0,0,0,0,0.181
0.456,0.664,0.18,0.229,0.458,0,0,0,0,0,0.533,0.271
1,0.783,0.492,0,0.948,0,0,0,0,0,0,0
1,0.7,0.45,0.131,0.579,0,0,0,0,0,0,0
1,0.666,0.478,0.14,0.439,0,0,0,0,0,0,0
1,0.597,0.216,0.271,0.215,0,0,0,0,0,0,0
1,0.575,0.0917,0.342,0.131,0,0,0,0,0,0,0
1,0.565,0.0185,0.405,0.0539,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.856,0.563,0.0201,0.29,0.066,0,0,0,0,0,0,0.564
0.667,0.567,0.026,0.281,0.113,0,0,0,0,0,0,0.321
0.728,0.594,0.0464,0.194,0.246,0,0,0,0,0,0,0.539
0.65,0.613,0.0606,0.147,0.311,0,0,0,0,0,0,0.222
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.228,0.584,0.0442,0.325,0.141,0,0,0,0,0,0,0
0.478,0.606,0.0795,0.22,0.232,0,0,0,0,0,0,0.271
0.667,0.622,0.112,0.14,0.299,0,0,0,0,0,0,0.135
0.667,0.622,0.123,0.14,0.303,0,0,0,0,0,0,0.108
0.356,0.6,0.0783,0.271,0.202,0,0,0,0,0,0,0.162
0.333,0.61,0.086,0.281,0.233,0,0,0,0,0,0,0.0451
0.561,0.612,0.084,0.316,0.239,0,0,0,0,0,0,0
0.894,0.719,0.272,0.124,0.683,0,0,0,0,0,0,0.13
0.689,0.715,0.343,0.131,0.67,0,0,0,0,0,0,0.447
0.728,0.681,0.378,0.175,0.506,0,0,0,0,0,0,0.0451
1,0.666,0.478,0.14,0.439,0,0,0,0,0,0,0.18
1,0.625,0.385,0.14,0.358,0,0,0,0,0,0,0
1,0.587,0.191,0.201,0.242,0,0,0,0,0,0,0.446
1,0.566,0.0335,0.377,0.0726,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
