occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures
0.561,0.594,0.056,0.281,0.178,0,0,0,0,0,0,0.438
0.333,0.594,0.0613,0.281,0.173,0,0,0,0,0,0,0.226
0.25,0.587,0.0529,0.316,0.139,0,0,0,0,0,0,0
0.333,0.594,0.0703,0.281,0.164,0,0,0,0,0,0,0.0451
0.333,0.594,0.0766,0.281,0.164,0,0,0,0,0,0,0.18
0.333,0.597,0.0818,0.281,0.164,0,0,0,0,0,0,0.0902
0.606,0.646,0.157,0.166,0.258,0,0,0,0,0,0,0.496
0.667,0.684,0.21,0.14,0.287,0,0,0,0,0,0.233,0.316
0.667,0.709,0.265,0.14,0.313,0.379,0.233,0,0,0,0,0.0451
0.939,0.773,0.505,0.0257,0.509,0.468,0,0,0,0,0.467,0
0.811,0.73,0.573,0.0795,0.555,0.534,0,0,0,0,0,0
0.667,0.672,0.541,0.14,0.571,0,0,0,0,0,0,0.18
0.689,0.632,0.467,0.131,0.571,0,0,0.382,0.263,0.317,0,0
1,0.595,0.265,0.168,0.36,0,0,0.462,0,0.417,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0195,0.342,0.0611,0,0,0,0,0,0,0.116
1,0.566,0.027,0.281,0.103,0,0,0,0,0,0,0.249
1,0.59,0.0512,0.166,0.244,0,0,0,0,0,0,0.385
0.539,0.58,0.0314,0.335,0.129,0,0,0,0,0,0,0.24
0.333,0.589,0.044,0.306,0.156,0,0,0,0,0,0.233,0.271
0.333,0.594,0.056,0.281,0.178,0,0,0,0,0,0,0
0.333,0.594,0.0613,0.281,0.173,0,0,0,0,0,0,0.135
0.272,0.589,0.0579,0.306,0.145,0,0,0,0,0,0,0.213
0.667,0.597,0.0758,0.264,0.178,0,0,0,0,0,0,0.236
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.577,0.0388,0.377,0.0867,0,0,0,0,0,0,0.0902
0.667,0.626,0.122,0.236,0.201,0,0,0,0,0,0.233,0.18
0.772,0.707,0.245,0.0959,0.326,0,0,0,0,0,0,0.316
1,0.781,0.39,0,0.444,0.314,0.317,0,0,0,0,0.0902
1,0.787,0.533,0,0.536,0.248,0.917,0.28,0.263,0.483,0,0.0902
1,0.766,0.711,0,0.682,0,0,0.309,0,0,0,0
1,0.698,0.657,0.0795,0.679,0,0,0,0,0,0,0
1,0.63,0.457,0.14,0.559,0,0,0,0,0,0,0
1,0.592,0.262,0.14,0.352,0,0,0,0,0,0,0
1,0.567,0.0793,0.255,0.118,0,0,0,0,0,0,0.098
1,0.564,0.0289,0.367,0.0607,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.878,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.564,0.0202,0.37,0.0623,0,0,0,0,0,0.233,0.135
0.667,0.567,0.0257,0.281,0.106,0,0,0,0,0,0,0
0.378,0.566,0.0202,0.402,0.0637,0,0,0,0,0,0,0
0.539,0.581,0.0424,0.335,0.13,0,0,0,0,0,0,0.0451
0.667,0.594,0.072,0.281,0.18,0,0,0,0,0,0,0.0902
0.667,0.594,0.0879,0.281,0.178,0.703,0.233,0,0,0,0,0.0451
0.667,0.594,0.0995,0.281,0.173,0,0,0,0,0,0,0.135
0.667,0.594,0.107,0.281,0.168,0.777,0.483,0,0,0,0,0.0451
0.667,0.604,0.159,0.229,0.206,0.715,0,0,0,0,0,0.135
0.667,0.623,0.252,0.14,0.276,0.0637,0,0,0,0,0.233,0.0451
0.667,0.63,0.283,0.14,0.276,0,0,0,0,0,0,0.406
0.667,0.655,0.306,0.14,0.279,0,0,0,0,0,0,0.261
0.256,0.607,0.132,0.313,0.139,0,0,0,0,0,0,0.207
0.328,0.637,0.183,0.283,0.184,0,0,0,0,0,0.233,0.0902
0.872,0.757,0.561,0.0538,0.486,0,0,0,0,0,0,0.0451
1,0.765,0.791,0,0.691,0,0,0,0,0,0,0
1,0.722,0.849,0,0.837,0,0,0,0,0,0,0.161
1,0.634,0.506,0.122,0.587,0,0,0,0,0,0,0.233
1,0.57,0.0622,0.384,0.101,0,0,0,0,0,0,0
1,0.565,0.0199,0.414,0.0522,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.601,0.0893,0.248,0.21,0,0,0,0,0,0,0.472
1,0.633,0.186,0.0889,0.35,0,0,0,0,0,0,0.138
0.839,0.638,0.22,0.0678,0.36,0,0,0,0,0,0,0.121
0.456,0.604,0.141,0.229,0.209,0,0,0,0,0,0,0.541
0.667,0.608,0.171,0.211,0.221,0,0,0,0,0,0,0.271
0.956,0.648,0.355,0.0187,0.374,0,0,0,0,0,0.467,0.0451
0.711,0.62,0.249,0.173,0.25,0,0,0,0,0,0,0.18
0.667,0.61,0.162,0.281,0.165,0,0,0,0,0,0,0.406
0.667,0.625,0.169,0.281,0.169,0,0,0,0,0,0,0.0902
0.667,0.637,0.183,0.281,0.183,0,0,0,0,0,0,0.226
0.667,0.639,0.223,0.281,0.215,0,0,0,0,0,0,0.0451
0.872,0.671,0.441,0.194,0.404,0,0,0,0,0,0,0
1,0.67,0.572,0.14,0.575,0,0,0.476,0.263,0.367,0,0
1,0.635,0.531,0.0889,0.618,0,0,0.251,0,0.617,0,0.0915
1,0.598,0.34,0.0865,0.412,0,0,0,0,0,0.367,0.223
1,0.568,0.122,0.154,0.154,0,0,0,0,0,0.333,0.0945
1,0.562,0.0438,0.22,0.082,0,0,0,0,0,0,0
1,0.563,0.0222,0.281,0.0567,0,0,0,0,0,0,0.135
1,0.563,0.0171,0.281,0.0509,0,0,0,0,0,0,0.0902
1,0.563,0.0162,0.325,0.0509,0,0,0,0,0,0,0.0902
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.57,0.0266,0.332,0.112,0,0,0,0,0,0,0.148
0.894,0.584,0.0464,0.185,0.222,0,0,0,0,0,0,0.532
0.667,0.59,0.043,0.281,0.178,0,0,0,0,0,0.233,0.0902
0.394,0.594,0.0498,0.281,0.18,0,0,0,0,0,0,0.226
0.333,0.594,0.056,0.281,0.178,0,0,0,0,0,0,0.0451
0.333,0.594,0.0613,0.281,0.173,0,0,0,0,0,0,0
0.333,0.594,0.0658,0.281,0.168,0,0,0,0,0,0,0.18
0.333,0.594,0.0703,0.281,0.164,0,0,0,0,0,0,0.271
0.333,0.594,0.0766,0.281,0.164,0,0,0,0,0,0,0
0.333,0.597,0.0818,0.281,0.164,0,0,0,0,0,0,0.135
0.333,0.572,0.0293,0.395,0.0716,0,0,0,0,0,0,0
0.333,0.57,0.0237,0.412,0.0592,0,0,0,0,0,0,0.0451
0.439,0.661,0.189,0.236,0.229,0,0,0,0,0,0.317,0.0902
0.667,0.713,0.361,0.14,0.374,0,0,0,0,0,0.15,0
0.522,0.668,0.39,0.201,0.392,0,0,0,0,0,0,0
1,0.713,0.724,0.0444,0.741,0.428,0.317,0,0,0,0,0
1,0.63,0.457,0.14,0.559,0.314,0.167,0,0,0,0,0
1,0.581,0.147,0.299,0.214,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0173,0.367,0.0512,0,0,0,0,0,0,0.114
0.894,0.563,0.0226,0.185,0.0613,0,0,0,0,0,0,0.17
0.689,0.567,0.0279,0.271,0.106,0,0,0,0,0,0,0
1,0.605,0.0696,0.0257,0.337,0,0,0,0,0,0,0.351
0.728,0.622,0.0737,0.115,0.315,0,0,0,0,0,0,0.236
0.667,0.625,0.0826,0.14,0.291,0,0,0,0,0,0,0.0882
0.689,0.627,0.0979,0.131,0.291,0,0,0,0,0,0,0.117
0.706,0.628,0.109,0.124,0.289,0,0,0,0,0,0,0.41
0.333,0.595,0.0654,0.281,0.157,0,0,0,0,0,0.317,0.0451
0.311,0.593,0.0659,0.29,0.147,0,0,0,0,0,0.15,0.0451
0.106,0.574,0.036,0.377,0.0834,0,0,0.269,0.333,0,0,0.0902
0.333,0.598,0.0812,0.281,0.153,0,0,0.385,0.193,0.233,0.233,0.18
0.711,0.666,0.184,0.122,0.271,0,0,0,0,0,0,0.176
1,0.747,0.304,0,0.367,0,0,0,0,0,0.233,0.0451
1,0.784,0.387,0,0.39,0,0,0,0,0,0,0.271
0.917,0.772,0.475,0.0351,0.411,0,0,0,0,0,0,0.212
1,0.75,0.621,0.0444,0.496,0,0,0.18,0.263,0.0667,0,0.294
1,0.674,0.537,0.14,0.488,0,0,0.164,0,0.667,0,0.176
1,0.626,0.406,0.185,0.452,0,0,0,0,0,0,0.161
1,0.568,0.0437,0.395,0.0844,0,0,0,0,0,0,0.292
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.571,0.0265,0.332,0.109,0,0,0,0,0,0,0.335
0.978,0.591,0.0522,0.15,0.245,0,0,0,0,0,0,0.45
0.667,0.591,0.0427,0.281,0.172,0,0,0,0,0,0,0.26
0.667,0.604,0.0614,0.236,0.208,0,0,0,0,0,0,0.242
0.667,0.625,0.0951,0.14,0.284,0,0,0,0,0,0,0.197
0.667,0.625,0.105,0.14,0.274,0,0,0,0,0,0,0.563
0.478,0.608,0.0863,0.22,0.204,0,0,0,0,0,0,0.197
0.333,0.585,0.0512,0.325,0.122,0,0,0,0,0,0,0.0451
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.593,0.0697,0.306,0.135,0,0,0,0,0,0,0.0451
0.439,0.628,0.121,0.236,0.187,0,0,0,0,0,0,0.0451
0.772,0.709,0.243,0.0959,0.296,0,0,0,0,0,0.317,0.135
1,0.784,0.387,0,0.39,0,0,0,0,0,0.633,0.271
1,0.79,0.528,0,0.449,0,0,0,0,0,0,0.18
1,0.769,0.705,0,0.561,0,0,0,0,0,0,0.18
1,0.685,0.585,0.115,0.525,0,0,0,0,0,0,0
1,0.632,0.453,0.14,0.509,0,0,0,0,0,0,0.309
1,0.572,0.071,0.37,0.118,0,0,0,0,0,0,0.2
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0188,0.377,0.0602,0,0,0,0,0,0,0.195
1,0.57,0.032,0.236,0.129,0,0,0,0,0,0,0.282
1,0.605,0.0696,0.0257,0.337,0,0,0,0,0,0,0.591
0.622,0.613,0.0638,0.159,0.277,0,0,0,0,0,0,0.355
0.333,0.595,0.0494,0.281,0.171,0,0,0,0,0,0,0.18
0.333,0.595,0.0557,0.281,0.167,0,0,0,0,0,0,0.0451
0.333,0.595,0.0609,0.281,0.163,0,0,0,0,0,0,0.361
0.606,0.61,0.0895,0.211,0.211,0,0,0,0,0,0,0.18
0.478,0.578,0.0384,0.36,0.0959,0,0,0,0,0,0,0.0451
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.606,0.62,0.108,0.262,0.168,0,0,0,0,0,0,0.135
0.667,0.686,0.208,0.14,0.261,0,0,0,0,0,0,0.226
0.939,0.747,0.318,0.0702,0.331,0,0,0,0,0,0.467,0.0902
1,0.715,0.358,0.14,0.316,0,0,0,0,0,0,0.11
1,0.701,0.476,0.14,0.391,0.455,0.567,0,0,0,0,0.21
1,0.63,0.325,0.255,0.307,0.3,0.65,0,0,0,0,0.293
1,0.599,0.235,0.281,0.28,0,0,0,0,0,0,0
1,0.568,0.0437,0.395,0.0844,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.575,0.028,0.342,0.112,0,0,0,0,0,0,0.333
0.872,0.589,0.0407,0.29,0.164,0,0,0,0,0,0,0.308
0.333,0.589,0.0437,0.306,0.149,0,0,0,0,0,0,0.398
0.333,0.595,0.0557,0.281,0.167,0,0,0,0,0,0,0.228
0.333,0.595,0.0609,0.281,0.163,0,0,0,0,0,0,0.304
0.333,0.595,0.0654,0.281,0.157,0,0,0,0,0,0,0.18
0.333,0.595,0.0698,0.281,0.154,0,0,0,0,0,0,0
0.333,0.595,0.076,0.281,0.153,0.373,0.317,0,0,0,0,0.18
0.333,0.598,0.0812,0.281,0.153,0.283,0.167,0,0,0,0,0.271
0.439,0.628,0.121,0.236,0.187,0,0,0,0,0,0,0.226
0.772,0.709,0.243,0.0959,0.296,0,0,0,0,0,0.467,0.226
1,0.784,0.387,0,0.39,0.314,0.317,0,0,0,0,0.316
1,0.79,0.528,0,0.449,0.538,0.167,0,0,0,0,0.18
1,0.769,0.705,0,0.561,0.663,0,0,0,0,0,0.118
1,0.728,0.797,0,0.706,0.476,0,0,0,0,0,0.228
1,0.654,0.577,0.0889,0.623,0,0,0,0,0,0,0
1,0.579,0.138,0.281,0.197,0,0,0,0,0,0,0
1,0.567,0.0675,0.281,0.106,0,0,0,0,0,0,0
1,0.564,0.0318,0.281,0.0625,0,0,0,0,0,0,0.105
1,0.564,0.0227,0.281,0.0525,0,0,0,0,0,0,0.17
0.811,0.564,0.019,0.36,0.0509,0,0,0,0,0,0,0.135
0.939,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.917,0.631,0.159,0.112,0.31,0.29,0.317,0,0,0,0,0.223
1,0.654,0.243,0,0.394,0.347,0.4,0,0,0,0,0.495
0.811,0.638,0.222,0.0795,0.316,0,0,0,0,0,0,0.385
0.667,0.625,0.2,0.14,0.26,0,0,0,0,0,0,0.598
0.667,0.625,0.232,0.14,0.256,0,0,0,0,0,0,0.387
0.667,0.625,0.265,0.14,0.256,0,0,0,0,0,0,0.135
0.667,0.642,0.293,0.14,0.256,0,0,0,0,0,0,0.18
0.689,0.675,0.32,0.131,0.265,0,0,0,0,0,0.567,0.226
1,0.77,0.473,0,0.374,0,0,0,0,0,1,0.0902
1,0.792,0.545,0,0.411,0,0,0,0,0,1,0.135
1,0.759,0.629,0.0444,0.448,0,0,0,0,0,1,0.19
1,0.691,0.568,0.14,0.44,0,0,0,0,0,1,0.0451
1,0.653,0.547,0.14,0.535,0,0,0,0,0,0.483,0
1,0.611,0.379,0.14,0.441,0,0,0,0,0,0,0.31
1,0.577,0.171,0.185,0.208,0,0,0,0,0,0,0
1,0.565,0.0448,0.325,0.0762,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.564,0.0207,0.351,0.0656,0,0,0,0,0,0,0.147
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.574,0.0334,0.377,0.0894,0,0,0,0,0,0.233,0
0.667,0.604,0.0994,0.236,0.206,0,0,0,0,0,0,0.459
0.583,0.617,0.149,0.175,0.251,0,0,0,0,0,0,0.178
0.667,0.625,0.186,0.14,0.269,0,0,0.11,0.333,0,0,0.594
0.583,0.6,0.125,0.255,0.175,0,0,0.428,0.193,0.483,0,0.0451
0.667,0.595,0.125,0.281,0.154,0,0,0.502,0,0,0,0.18
0.667,0.595,0.142,0.281,0.153,0,0,0.15,0,0,0,0.18
0.667,0.606,0.165,0.271,0.16,0.12,0.0667,0,0,0,0,0.198
0.667,0.671,0.31,0.14,0.258,0.717,0.65,0,0,0,0,0.362
0.689,0.707,0.332,0.131,0.273,0,0,0.0306,0.0702,0,0.317,0.447
0.728,0.729,0.397,0.115,0.311,0,0,0.0183,1,0.05,0.633,0.44
0.667,0.71,0.476,0.14,0.348,0,0,0,0,0.433,0,0.0902
0.644,0.687,0.549,0.15,0.426,0,0,0,0,0,0,0.0451
0.333,0.609,0.283,0.281,0.293,0,0,0,0,0,0,0
0.333,0.572,0.0663,0.395,0.0969,0,0,0,0,0,0,0
0.606,0.568,0.0761,0.306,0.107,0,0,0,0,0,0.233,0.105
0.833,0.566,0.0308,0.395,0.0635,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.772,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0193,0.367,0.0622,0,0,0,0,0,0,0.204
0.894,0.569,0.0374,0.14,0.149,0,0,0,0,0,0.0667,0.292
0.667,0.593,0.0538,0.14,0.253,0,0,0,0,0,0.4,0.462
0.583,0.611,0.0631,0.175,0.263,0,0,0,0,0,0,0.153
0.667,0.625,0.0826,0.14,0.291,0,0,0,0,0,0,0.226
0.394,0.6,0.0626,0.255,0.189,0,0,0,0,0,0,0.135
0.333,0.595,0.0609,0.281,0.163,0,0,0,0,0,0,0
0.333,0.595,0.0654,0.281,0.157,0,0,0,0,0,0,0.0902
0.333,0.595,0.0698,0.281,0.154,0,0,0,0,0,0,0.271
0.167,0.58,0.0458,0.351,0.102,0,0,0,0,0,0,0.0699
0.333,0.598,0.0812,0.281,0.153,0,0,0.272,0.263,0.0667,0,0.405
0.439,0.628,0.121,0.236,0.187,0,0,0.295,0,0.667,0,0.0902
0.394,0.636,0.129,0.255,0.175,0,0,0,0,0,0.233,0.0902
0.439,0.662,0.187,0.236,0.203,0,0,0,0,0,0.233,0.361
0.772,0.737,0.425,0.0959,0.365,0,0,0,0,0,0,0.123
1,0.769,0.705,0,0.561,0,0,0,0,0,0,0.3
1,0.697,0.635,0.0889,0.559,0,0,0,0,0,0,0.274
1,0.599,0.235,0.281,0.28,0,0,0,0,0,0,0
1,0.579,0.138,0.281,0.197,0,0,0,0,0,0,0
1,0.567,0.0653,0.281,0.106,0,0,0,0,0,0,0
1,0.565,0.0203,0.395,0.0556,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.57,0.0285,0.297,0.116,0,0,0,0,0,0,0.771
0.872,0.583,0.0444,0.194,0.207,0,0,0,0,0,0,0.565
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.356,0.591,0.06,0.297,0.145,0,0,0,0,0,0.717,0.0902
0.478,0.608,0.0919,0.22,0.199,0,0,0,0,0,0.233,0.0902
0.333,0.595,0.076,0.281,0.153,0,0,0,0,0,0,0.316
0.333,0.598,0.0812,0.281,0.153,0,0,0,0,0,0,0.316
0.522,0.62,0.11,0.246,0.18,0,0,0,0,0,0,0.0451
0.856,0.713,0.249,0.0865,0.303,0,0,0,0,0,0,0.135
1,0.784,0.387,0,0.39,0,0,0,0,0,0,0.266
1,0.79,0.528,0,0.449,0,0,0,0,0,0,0.271
1,0.769,0.705,0,0.561,0,0,0,0,0,0,0.0451
1,0.728,0.797,0,0.706,0.738,0.233,0,0,0,0,0.271
1,0.66,0.625,0.0444,0.681,0.497,0.0667,0,0,0,0,0.263
1,0.594,0.259,0.14,0.344,0.616,0.167,0,0,0,0.567,0.0451
1,0.569,0.092,0.22,0.135,0.237,0,0,0,0,0.633,0
1,0.564,0.0339,0.281,0.071,0,0,0,0,0,0,0.35
0.978,0.564,0.022,0.29,0.0567,0,0,0,0,0,0,0.294
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.772,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.0213,0.332,0.0695,0,0,0,0,0,0,0.429
0.539,0.567,0.0263,0.29,0.0981,0,0,0,0,0,0,0.358
0.333,0.579,0.035,0.281,0.152,0.103,0.0667,0,0,0,0,0
0.333,0.591,0.0427,0.281,0.172,0.625,1,0,0,0,0,0
0.333,0.595,0.0494,0.281,0.171,0.565,0.15,0,0,0,0,0.207
0.333,0.595,0.0557,0.281,0.167,0,0,0,0,0,0,0.404
0.333,0.595,0.0609,0.281,0.163,0,0,0,0,0,0,0.24
0.333,0.595,0.0654,0.281,0.157,0,0,0,0,0,0,0.135
0.333,0.595,0.0698,0.281,0.154,0,0,0,0,0,0,0.226
0.333,0.595,0.076,0.281,0.153,0,0,0,0,0,0,0.0451
0.5,0.616,0.114,0.211,0.205,0,0,0,0,0,0,0.445
0.356,0.614,0.0986,0.271,0.161,0,0,0,0,0,0.0667,0.278
0.394,0.636,0.129,0.255,0.175,0,0,0,0,0,0.167,0.244
0.628,0.704,0.263,0.157,0.269,0,0,0,0,0,0,0.0451
1,0.79,0.528,0,0.449,0,0,0,0,0,0,0
1,0.769,0.705,0,0.561,0,0,0.11,0.263,0.0667,0,0
1,0.728,0.797,0,0.706,0,0,0.511,0,0.167,0,0.0451
1,0.64,0.499,0.115,0.555,0,0,0.379,0,0,0,0
1,0.583,0.165,0.255,0.231,0,0,0,0,0,0,0
1,0.568,0.0583,0.325,0.0977,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.567,0.0254,0.306,0.0947,0,0,0,0,0,0,0.226
0.667,0.591,0.0508,0.166,0.236,0,0,0,0,0,0,0.246
0.394,0.596,0.0472,0.255,0.194,0,0,0,0,0,0,0.238
0.25,0.587,0.0417,0.316,0.141,0,0,0,0,0,0,0
0.333,0.595,0.0557,0.281,0.167,0,0,0,0,0,0,0.135
0.333,0.595,0.0609,0.281,0.163,0,0,0,0,0,0,0.226
0.606,0.619,0.106,0.166,0.244,0,0,0,0,0,0.233,0.135
0.561,0.615,0.105,0.185,0.225,0,0,0,0,0,0,0.0902
0.333,0.595,0.076,0.281,0.153,0,0,0,0,0,0,0.135
0.333,0.598,0.0812,0.281,0.153,0,0,0,0,0,0.0667,0.316
0.417,0.62,0.11,0.246,0.18,0,0,0,0,0,0.167,0
0.439,0.648,0.147,0.236,0.19,0,0,0,0,0,0,0.371
0.772,0.735,0.311,0.0959,0.316,0,0,0,0,0,0,0
1,0.79,0.528,0,0.449,0,0,0,0,0,0.233,0
1,0.75,0.621,0.0444,0.496,0,0,0,0,0,0,0.308
1,0.63,0.325,0.255,0.307,0,0,0,0,0,0,0.15
1,0.572,0.0622,0.395,0.0969,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.564,0.017,0.306,0.0512,0,0,0,0,0,0.233,0.245
1,0.564,0.0207,0.281,0.0608,0,0,0,0,0,0,0.0451
1,0.572,0.0411,0.122,0.173,0,0,0,0,0,0,0.278
1,0.607,0.0725,0,0.354,0,0,0,0,0,0.233,0.325
0.811,0.628,0.0798,0.0795,0.345,0,0,0,0,0,0,0.0451
0.667,0.625,0.0826,0.14,0.291,0,0,0,0,0,0,0.209
0.667,0.625,0.0951,0.14,0.284,0,0,0,0,0,0,0.0451
0.561,0.615,0.0902,0.185,0.24,0,0,0,0,0,0,0.226
0.333,0.585,0.0492,0.325,0.125,0,0,0,0,0,0,0
0.333,0.589,0.0604,0.306,0.135,0,0,0,0,0,0,0.0902
0.333,0.595,0.076,0.281,0.153,0,0,0,0,0,0,0.226
0.333,0.598,0.0812,0.281,0.153,0,0,0,0,0,0,0.135
0.333,0.61,0.0927,0.281,0.154,0,0,0,0,0,0,0.135
0.333,0.626,0.112,0.281,0.156,0,0,0,0,0,0,0.18
0.417,0.657,0.177,0.246,0.195,0,0,0,0,0,0,0.0451
0.606,0.701,0.33,0.166,0.294,0,0,0,0,0,0,0.0902
0.667,0.701,0.476,0.14,0.391,0,0,0,0,0,0,0
0.939,0.692,0.59,0.115,0.51,0,0,0,0,0,0,0.174
1,0.582,0.125,0.36,0.16,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.017,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.58,0.0419,0.351,0.112,0,0,0,0,0,0,0.232
0.772,0.599,0.0909,0.262,0.184,0,0,0,0,0,0,0.0451
0.894,0.615,0.144,0.185,0.243,0,0,0,0,0,0,0.0902
